codauto,ine.ccaa.name,cpro,ine.prov.name,cmun,name,LAU_CODE,GISCO_ID,CNTR_CODE,LAU_NAME,POP_2024,POP_DENS_2024,AREA_KM2,YEAR,no2_median,pm25_median,nombre_limpio,renta.pc,renta_log,no2_log,pm25_log
"12",Galicia,"27",Lugo,"018","Fonsagrada, A","27018",ES_27018,ES,"Fonsagrada, A",0,0,438.41474371,2024,0.995514740641912,3.54887563401387,"fonsagrada, a",16.707,2.81582779327564,-0.00449534831286507,1.26663083050707
"12",Galicia,"27",Lugo,"019",Foz,"27019",ES_27019,ES,Foz,0,0,100.2806557,2024,1.45570649426805,2.66847739111433,foz,19.004,2.94464948332468,0.375491345846682,0.981508044248692
"12",Galicia,"27",Lugo,"020",Friol,"27020",ES_27020,ES,Friol,0,0,292.13255677,2024,1.23061161060721,3.17746113058577,friol,15.23,2.72326716690707,0.207511290195405,1.15608249130351
"12",Galicia,"27",Lugo,"021",Xermade,"27021",ES_27021,ES,Xermade,0,0,165.36979051,2024,1.48790311289991,2.79502612042604,xermade,18.155,2.8989460048663,0.397367821992554,1.02784145197521
"12",Galicia,"27",Lugo,"022",Guitiriz,"27022",ES_27022,ES,Guitiriz,0,0,293.99664834,2024,1.51295710587449,3.07068948527922,guitiriz,16.875,2.82583323675859,0.414066084023961,1.12190212442182
"12",Galicia,"27",Lugo,"023",Guntín,"27023",ES_27023,ES,Guntín,0,0,154.74170318,2024,1.08064050344237,3.27140991915382,guntin,15.115,2.71568762823142,0.0775539240892298,1.18522105991993
"12",Galicia,"27",Lugo,"024","Incio, O","27024",ES_27024,ES,"Incio, O",0,0,146.11302898,2024,0.926722043849889,3.17568073820316,"incio, o",14.594,2.68061048534343,-0.0761016032008549,1.15552201509631
"12",Galicia,"27",Lugo,"025",Xove,"27025",ES_27025,ES,Xove,0,0,89.10294296,2024,1.70306953109478,2.67981262193783,xove,16.423,2.79868279135542,0.532432229440616,0.985746874891069
"12",Galicia,"27",Lugo,"026",Láncara,"27026",ES_27026,ES,Láncara,0,0,121.67128744,2024,0.895282222924245,3.36730135276712,lancara,14.243,2.65626555795245,-0.110616277537993,1.21411163803522
"12",Galicia,"27",Lugo,"027",Lourenzá,"27027",ES_27027,ES,Lourenzá,0,0,62.50786055,2024,1.24844986162437,2.74674740454929,lourenza,16.502,2.80348158568215,0.221902671040124,1.01041744968143
"12",Galicia,"27",Lugo,"028",Lugo,"27028",ES_27028,ES,Lugo,0,0,329.75478975,2024,1.17151407796613,3.29207487952234,lugo,20.985,3.04380789678555,0.158296995936724,1.19151802846207
"12",Galicia,"27",Lugo,"029",Meira,"27029",ES_27029,ES,Meira,0,0,46.55234989,2024,1.10173980946886,3.33883758145754,meira,19.374,2.96393196100419,0.096890575292923,1.20562271690856
